emotion,sentence
Enjoyment,đi chơi lụm được tờ 2k rách mua băng keo 5k dán lại tờ 2k 🤔
Fear,tao coi tao sợ nó lọt quá bây
Anger,uổng phí công sức bao người !
Fear,tao sợ ma nên không dám coi lun
Disgust,"ủi ui , mời người ta đến nhà ăn tiệc , lại đãi mỗi càrôt là thế nào , lần sau bà mời tiệc thì mày tự biết rồi đấy"
Surprise,per ý nghĩa giống phim không ???
Other,cuộc đời bạn đáng giá bao nhiêu tiền
Disgust,nhìn bên dưới cầu bẩn đéo chịu được . lỡ té xuống nước thì tha hồ mà tắm và hưởng thụ sự trong sạch đến mắc ói của nước và rác thải .
Enjoyment,"thường thì người thuận tay trái sẽ bị bệnh này :v , riêng tao thuận vả 2 tay nên chả sao"
Disgust,cố tỏ ra nguy hiểm vãi 😂
Fear,"ôi dume giật nảy mình , tí thì rơi điện thoại"
Enjoyment,tụt quần nó ra cho nó chén :)))
Enjoyment,một cách bán hàng nta gọi là đẳng cấp
Enjoyment,yêu quá đi mất nhìn cưng khủng khiếp ??
Surprise,sao chúng nó dã man thế nhỉ
Sadness,cầu cho chú luôn mạnh khoẻ ạ 😢
Anger,ăn bớt của trẻ vậy mà bị khiển trách thì lần sau còn làm tiếp và mạnh hơn nữa đúng lả luật của việt nam không có chức quyền ăn trộm ổ bánh mì phải đi tù còn có chức ăn 150trieu thì bị khiển trách thôi
Other,thích cái đầm nào mua cho bận ngủ cho mát nè :))) per
Disgust,ôi đàn bà là những niềm đau 🤣
Fear,tao thề . nhìn bạn ấy xong tao muốn rụng mấy quả trứng luôn 😓
Enjoyment,"ôi những con người dễ bị ám ảnh với quá khứ , ôm nhau cái nào"
Fear,sợ con này lắm :((
Other,"tháng 10 đến rồi , nghe bài này quá chuẩn"
Sadness,mở máy lên .. rồii lại đặt xuống ... cả ngày nay tôi đều như vậy để chờ anh nhắn chúc tôi .. giờ này chắc anh quên ngày này thật rồi .. cô đơn quá mức rồi đấy 😭😭
Surprise,chủ tịch giả vờ cầm cây củi mục múa vỏ và cái kết !
Enjoyment,cười ỉa phút 1 : 11
Enjoyment,bài nhạc hay khi nó đúng tâm trạng ... nhạc hay !!!!!
Disgust,tao nói thiệc cả đời tao chưa gặp con đỉ gia cầm nào sân si bằng con ngỗng . đỉ chó . :)
Enjoyment,per mày phải thấy may mắn khi cuộc đời mày được gặp tao :)))
Other,nguyên nhân là gì vậy ??
Enjoyment,còn tao vẫn nhớ ngày nhỏ cứ nghỉ học chủ nhật đi quét lá tre về nấu cơm
Enjoyment,còn mềnh thì ra quán mua bim bim đều chỉ để nhì em mà cười
Other,""" tim anh em lấy em chơi , quả báo đến sớm em ơi ..."""
Anger,per facebook cứ để tao phải xem được những cái lãng mạn là sao cay vãi :))
Anger,đúng là không thể chấp nhận được
Sadness,thêm đường hay cho thêm bánh gato về tẩm bổ :)
Other,nhớ cái váy với bộ tóc chấm bi đen trắng của anh huy ghê
Surprise,list này không có liệt kê công việc của dân chứng khoán sao ?
Other,đó là của bạn thôi bạn hài lòng với nó thì đâu có gì để nghĩ ngợi đâu
Disgust,đcm anh da đen fake
Enjoyment,dễ thương ghê ! làm mình nhớ các cậu bạn cùng lớp hồi học cấp 2 quá !
Enjoyment,đáng yêu như em tao ý . cứ mỗi lần nó quyết định ngủ ở đâu là nó lại đấu tranh tư tưởng 🤣🤣
Enjoyment,cái này chỉ sướng mấy anh đèo mấy em ngực bự đi đường này nẩy tâng tâng
Other,per rất là thực tế nhé chú .
Sadness,tội cho chàng trai ấy
Disgust,gì cũng được chứ yêu 1 người vô tâm thì đéo 🙂
Other,cầu này chỉ dành cho những ai chân dài thì đúng hơn 🙂
Enjoyment,nhây qua ́ nhaaaa 😂😆
Enjoyment,nghe có trà sữa là thích rồi
Enjoyment,xinh quá !
Sadness,nhiều lúc tủi thân vãi_chưởng huhu
Sadness,và đương nhiên sẽ có ngày cô ấy sốc vì giới tính thật của cô ấy !!!
Disgust,coi mệt vãi - _ -
Other,per nhện mượn hố xí tỏ tình đó thì sao nàooooo
Enjoyment,hahahaha . thâm nữa . mà thiệt chỉ có trong cổ tích nhé
Disgust,quá sàm
Enjoyment,dùng cây sắt rùi làm lại đi . mình mún xem típ :3
Disgust,vcb làm việc kiểu hách dịch thì có :v
Enjoyment,:v trời giờ mới biết thế giới có dạng hợp thể vầy đấy :v
Other,chấm cho tôi lên top đi mà :v
Enjoyment,"toàn anh đẹp trai . đau tim , tan nát cõi lòng của tao ... a ................................ a"
Fear,per đồng nghiệp không tốt ta có thể bị chửi và ăn đòn từ sáng đến tối 🙄
Sadness,câu chuyện của mày làm tao buồn quá
Sadness,tận cùng của nỗi đau :(
Other,khi tao cảm nắng một ai đó xin thượng đế cũng tát tao một cái như cách sóng xô vào cát cho tao tỉnh con mẹ nó ngộ 😂
Sadness,gu của tôi trời ơi . tiếc mới có chồng với đứa con thôi . huhu
Anger,"xe đỗ ngay giữa cửa hàng và cửa nhà bạn luôn , khách lên và xuống không được thoải mái và hơn nữa là vào hát karaoke thì theo bạn sẽ là mấy tiếng mới ra ?"
Disgust,kéo quần lên rồi nói chuyện tiếp ... kém sang
Anger,"nếu không xin lỗi em tao , tao hứa cắt tiết từng đứa ... nhưng tao kô giết 🙄. học hành cái lồn gì bọn này ."
Disgust,nhân văn ? thế nhân văn ở đâu cho những em học thật thi thật ?
Enjoyment,thật đáng khâm phục các bạn ... chúc các bạn gặp nhiều may mắn trong cuộc sống ...
Enjoyment,đm main mới hay quá đi
Disgust,per địt mẹ mày rep ib cho tao
Fear,hú hồn
Enjoyment,m nói chuyện cũng cute ngoan ngoãn cơ chứ tao toàn okay anh =)))
Sadness,kẻ ô điểm lời phê :((
Disgust,bọn dân trí thấp tưởng thế là hay .
Other,mắt còn xanh như bé không anh ??
Other,coi mần cái mặt kìa trời 🤣
Disgust,hỏi họ xem đã cho ai được tý gì chưa mà thiếu ý thức vậy ?
Enjoyment,hhaahhaah ! t đã may mắn như thế 😂
Disgust,"lạy mấy ba mấy má , con người ta đã làm video giải trí cho mấy ba mấy má coi rồi , dume mở miệng ra là bảo người ta sân si , vô duyên vửa thôi"
Anger,em tao thì cứ xác định bố thịt từng đứa 🙂🙂🙂🙂🙂 bố mẹ bênh thì thịt cả bố mẹ luôn sợ máu lồn 🙂🙂🙂🙂🙂🙂
Surprise,ko biết ai phối ra cái giống ngáo vô địch này nữa
Enjoyment,mẹ thằng này nói tiếng việt tốt thật lại còn nói được cả giọng phú yên nữa chứ
Fear,sợ thì vkl
Fear,clm đêm rồi tha cho tao 🙂 tao đéo muốn chạy xuống dưới nhà hoặc là nhịn đến sáng mai đâu 🙂 con gì thì con kệ mẹ 🙂 đừng nhắc đến nhện 🙂
Anger,"đỗ ở đường cấm đỗ và đỗ gần ngã ba là sai hoàn toàn rồi vẫn có người vào bênh . em là chủ thớt thì em cứ để họ đỗ thoải mái rồi gọi phường tới làm việc thôi , cần gì phải nói nhiều"
Enjoyment,may quá lớp tao không phải thế :))
Enjoyment,"võ nghệ cao siêu đến mấy cũng phụ thuộc vào hung khí , em biết được điều này lên không bao giờ em học võ mà tự xắm cho mình khẩu hoa cải !"
Other,phải chi lúc mà thằng per bị bảo câm mồm thì đập bàn đứng lên quát “ bên tao cả một đội quân ” 🤔
Enjoyment,chúng tôi gọi đây nà chất :v
Other,"per nuôi móng đi anh , mai mốt cắt đem vô triển lãm"
Other,"kể mà mình cũng được tỏ tình lãng mạn kiểu này . ôi , ngủ thôi . muộn rồi :3"
Other,nếu người dân mà làm thế này thì phải truy cứu trách nhiệm hình sự
Disgust,nhìn thấy ghê à
Enjoyment,ông bà xinh quá 🧐🧐
Sadness,"tao cũng là người cuối cùng ra khỏi căn phòng ấy , ngắm nghía lần cuối rồi rời đi , khép lại 3 năm đẹp nhất của đời người . tao không khóc nhưng trong lòng rối bời , muốn ôm hết all vào mình ."
Disgust,nhìn khó chịu vãi
Enjoyment,hmm hãy tưởng tượng nó là một chú gián xink xắm xoè cánh thiên thần bay đến ... 😞
Anger,xin phép phẫn nộ
Fear,per thể loại tao thích nè nhưng mày đi coi với tao nha không tao khóc thét rạp
Other,thế cuối cùng có chống được chuột không
Enjoyment,đám tụi tao đi chơi xưa nay đều dọn sạch đồ mình kêu hoặc xếp lại gọn một chút cho người ta đỡ dọn .. cái này là sự ý thức thôi …
Disgust,"per vong đòi ít thế nhờ , phải 2 tỷ rồi cho trả góp chứ"
Fear,cái video đầu làm hết hồn per per
Enjoyment,phim hay vãi ấy xem lâu lắm rồi
Anger,chồng tao mà nói thế tao lại vả vỡ con mẹ nó mồm :))
Fear,thật đáng sợ
Enjoyment,per đem rác về nhà vứt luôn haha
Enjoyment,thế mà cũng 5 năm rồi . ❤️
Other,bếp dầu này hiện đại rồi
Enjoyment,chẳng hiểu sao tao cười sặc sụa
Other,ngày nào cũng vậy . có bỏ lỡ ngày nào đâu mà 🤣🤣
Other,chỉ cần chọn đúng người đúng thời điểm thôi
Sadness,kết thúc 3 năm cấp 3 là khoảng tg đẹp nhất nhưng nó cho ta nhiều kỷ niệm đầy tiếc nuối 🤔
Disgust,bán vé số tháng kiếm 100tr nha . nghe ông lol nao trong quốc hội nói vậy .
Sadness,trông tội vãi
Surprise,"tưởng chỉ có trong phim thôi chứ , nay chơi vậy luôn à"
Sadness,tao mới mọc răng khôn huhu
Other,cái này là ở đâu vậy ?
Other,học xong lớp 12 tao chỉ mong 1 đều đừng bao giờ có họp lớp :)))
Disgust,"cứ đem lửa than , nước chay , sau đó cắt ngay ra ăn chấm muối là ngon , vẽ chuyện kiến với chả ong ."
Sadness,nhìn dáng đi mà nhớ ông nội 😞
Anger,để 1 ngày là khó chịu rồi
Enjoyment,được đấy tao thích
Disgust,"lừa đảo có quy mô đủ để truy tố hình sự rồi nhé , 5 triệu liệu có đủ sức cho chúng sợ không ?! hay là chúng mày lại bị cái chùa ba vàng mua hết nhân tính rồi ?"
Enjoyment,chúc đại kỷ nguyên có một buổi tối ấm áp nha ❤️
Enjoyment,trồi ôi bài hát đỉnh caooooo
Disgust,"từ không tật nguyền , trở thành tật nguyền để nuôi mấy cái không đáng :))))"
Enjoyment,lần đầu gặp anh cũng là phòng gym =))))
Enjoyment,tìm đối tác 😔
Other,công ty nào làm như vậy mọi người nghĩ làm hết cho nó khỏi phải vậy ...
Sadness,tình chỉ đẹp khi còn dang dở lấy nhau rồi nham nhỉ lắm ai ơi ...
Enjoyment,hết buồn cũng phải có tiền mới hết được :))
Disgust,mẹ chồng cay nghiệt =)))))
Enjoyment,ê có khi nào đọc bài này xong buồn cười quá cười toác hàm có khi nào đi bệnh viện không các cụ :v
Disgust,"tao thì trông nó truyền điện chết mẹ đi , loại này sống nguy hiểm cho xã hội"
Fear,đm hú hồn
Disgust,song rồi em để lại anh một cái sừng 10 phân là ít
Sadness,thanh xuân rồi cũng sẽ qua có những người trong ta mãi chẳng thể xoá nhoà !
Sadness,câu được chục con heo vàng chả được cái gì
Other,muối mặn vãi
Sadness,có biết bao người có mảnh đời như vậy !
Enjoyment,đú quan trọng bởi người tao yêu củng không đi chơi valungtung thế là tao vui rồi :))
Sadness,tanh bành cuộc đời rồi
Disgust,óc chó đi dậy đời
Other,per chị đã kịp đi chỗ này chưa ?
Fear,"per thấy chế thủ sẵn hộp mặt nạ rồi thì phải . tim em mong manh lắm , đừng để em hoạng sợ nhá chị ??"
Disgust,bảo dân trí thấp lại tự ái
Enjoyment,không biết thật không nhỉ =))
Fear,per tao mãi mãi bị con này ám ảnh từ bé đến giờ . thứ gì mà đéo thể yêu thương nỗi . nghe tiếng nó kêu là tao bỏ chạy trăm mét 😒
Disgust,khách nào nhỏ nhen vậy ...
Other,66 năm trời luôn đấy
Other,tự bỏ tiền ra trồng tự cạo mủ cho chắc củ
Surprise,ông nội này chất đấy
Enjoyment,"hí hí . tiến sĩ cừu , thạc sĩ cừu ... chẹp chẹp 😃"
Sadness,lấy vợ xong béo quá rồi . hình như ai cũng v à 🙃
Enjoyment,per ơi nhột nhẹ kkkkk
Enjoyment,muốn tạo ra niềm tin đôi khi bạn cần sự dối trá 😉
Enjoyment,cổ tích thôi nhé . tao mới bị hỏi vì rẽ không xi nhan . và anh chỉ nhẹ nhàng phán 1 câu : ‘’ 2 triệu đưa đây không thôi mai cầm 3 triệu lên đồn nhận xe nhé ’’ anh thật là dễ thương 🙂
Fear,sợ xanh mắt mèo
Sadness,"khi bạn làm con b sẽ khóc , nhưng khi bạn đã làm cha mẹ bạn sẽ thấy đau lòng ."
Enjoyment,bộ phim hay ý nghĩa nhất từng xem
Fear,cả 2 kẻ này đều đáng sợ !
Enjoyment,mai đấu giá thử cai lap cua mình chứa toàn tài liệu tiếng nhật 😂😂
Other,trời đánh tránh miếng ăn
Enjoyment,hoan hô . công nhân đâu phải trẻ mầm non
Surprise,tao . dân đaklak nhưng lần đầu tiên nghe chuyện này ....
Fear,cảm giác tóc sau gáy bắt đầu dựng lên :)))
Fear,mấy má đang có kinh rồi mặc áo đầm nhảy qua thì nhuộm đỏ 1 dòng sông cmnl 😳
Sadness,chưa được đi pháp mà huhu
Sadness,là nhìn người ta đi cạnh 1 cô gái mà bất lực không thể làm gì ngoài việc ngồi nhìn và mỉm cười
Disgust,giờ còn thể loại dâm ô nam sinh mới ghê :)))
Fear,tao bắt đầu sợ nó ròi đấy :)) ám ảnh vãi
Surprise,thế đéo nào ma không bị phóng điện nhỉ
Anger,hk động chạm nó cũng dí sấp mặt luôn rồi . dm . 😌
Anger,5 triệu nhằm nhò gì so với 1 khoá lễ của bả ? sao không cho hành nghề vĩnh viễn luôn đi . chỉ cấm ở ba vàng thì lại lộng hành ở chỗ khác thôi .
Fear,bá đạo vậy chơi sao lại 🤣
Sadness,khổ thân con mèo :((
Other,nó chụp màn hình là còn tốt chán . có đứa nó còn đéo thèm đọc tn ấy .
Enjoyment,tôi cắn bất chấp =)))))))) chắc là tôi yêu tụi nó cuồng si rồi
Anger,bà này khác gì lũ đa cấp đi lừa đảo đâu sao không cho vô tù
Sadness,rồi tôi sẽ hết được uống nước ở đây nữa :((
Surprise,per nhìn na ná chữ mày =)))
Sadness,buồn thay cho lớp tao
Enjoyment,chúc 2 you hạnh phúc ❤
Surprise,có vẻ như cái gì nước ngoài cũng to hơn nước ta 🙂
Sadness,why ???? ai đã cướp boss 6 múi của tao vậy 😭😭😭😭
Enjoyment,đồng nghiệp nhắng nhít nhất hệ mặt trời =)))
Other,"tao tự hỏi sao đứa quay phim nó lại quay đúng lúc thế , chắc chắn nó dự là sẽ nát con xe đó nhưng không nói :))"
Sadness,tại trà sữa làm tao mập chứ tao có muốn đâu :(
