emotion,sentence
Fear,lo cho thang bé lỡ rớt điện thoại xuống nước thì ....
Sadness,ad cho hỏi nghệ an lúc nào mưa vậy ah 🌧🌧.. ốm cũng cam lòng chứ vã lắm rồi 🥵🥵
Sadness,"em lấy đi niềm tin chả lại cho anh những gì , cũng vì anh vụng về đánh rơi hay càng xa vời càng dễ mất .. anh chân thành nên anh tổn thương"
Sadness,ăn ở cái gì huhu
Sadness,bắt ve cho nó điiii . trông khổ quá
Sadness,"bọn nó nhỏ mà đã có người yêu , còn tao thì ế :(("
Anger,dume thằng mất dạy !
Disgust,"ngta tạo nên video để giáo dục mấy ba ơi , mấy ba mấy má làm quá"
Disgust,"đúng là không sợ địch mạnh , chỉ sợ chỉ huy ngu như bò"
Disgust,tao cũng có ghệ và tao cũng dị ứng mấy trường hợp mắc mệt giống vậy
Disgust,quả này lại là nhà dột từ nóc rồi ;((
Enjoyment,"may công an đến bắt chứ không thì dân chỗ đó cho vào nồi cả rồi , đã có người cắt cử nhau đi mua giềng mẻ rồi đó chứ 😆"
Enjoyment,dân kinh doanh khoái đi chợ này lắm nè
Enjoyment,per my nè kkk
Enjoyment,"ngồi chờ một người đi qua 1 và coi đó như 1 sự tình cờ 😂😂😂 tao đã từng , nhưng đó là tao của ngày xưa . buồn cười thật 😁"
Enjoyment,sao ảnh này nhìn con rắn đáng yêuc vãi :)))
Enjoyment,per ê xem đi phim này lâu rồi nhưng mà hay lắm
Enjoyment,đầu năm chúc đại kỷ nguyên vạn sự như ý nhé
Enjoyment,per đồng nghiệp tốt giúp ta dễ vào nhà thương điên kkkk
Enjoyment,muốn nhanh thì phải từ từ =)))))
Enjoyment,móe . con nhện . cười đau cả ruột .
Enjoyment,"thiệt là cao minh , hahaaa"
Enjoyment,xem nà ra chiêu nà gẫy cây nà sấp mặt luôn nà 😂😆
Enjoyment,vui tính quá ?? vừa kết bạn xong ??
Enjoyment,đây là video hay và ý nghĩa 😊
Fear,mấy má đang có kinh rồi mặc áo đầm nhảy qua thì nhuộm đỏ 1 dòng sông cmnl 😳
Fear,per trailer không có tiếng thôi mà đã thấy ghê rồi đó !
Sadness,không biết thật mà hix .
Sadness,ơ thế hoá ra tao không bị ngu một mình ?
Sadness,đã từng . hix
Sadness,đi chơi mẹ tao cũng không tha cho tao :) chửi tao làm mất buổi vui luôn á
Sadness,quá ý nghĩa . mình trẻ mà chắc gì làm được vậy
Sadness,"thà biết rồi đau 1 lần cho tởn rồi thôi , chứ đừng để nỗi đau cứ day dẳn giằng xé mãi cả đời ☻"
Sadness,buồn thật ấy
Surprise,chủ thớt sao xinh gái thế =))
Anger,con mèo khốn nạn dám bóp vếu vợ tao à 😡
Anger,"đúng là những đứa khốn nạn , có bán hàng hay không thì nói một câu"
Disgust,tao thấy giống khùng với lại vô duyên chứ hay gì
Disgust,"có mồm để làm gì ? hay chỉ để cãi nhau , la hét ?"
Disgust,phim như shits ức chế như lien quan trẻ trâu
Disgust,thanh niên này cục súc vãi
Enjoyment,per nhìn mặt hài vler :)))
Enjoyment,"mê chơi lọt cóng nè , nhìn vẻ mặt hp của nó mình cũng thấy vui theo"
Enjoyment,dăm ba cái kỉu đây hồi nhỏ tao đốt chấy vài á mà 😃
Enjoyment,nhờ đó mà tôi cảm thấy nhẹ nhõm và trở nên mạnh mẽ
Enjoyment,cảm ơn bố !
Enjoyment,ngồi cười như dại =)))
Enjoyment,bếp dầu ngày xưa thật ý nghĩa
Fear,vãi linh hồn .
Sadness,buồn hơn khi tôi còn là gái 🙄
Sadness,cô ấy không yêu tôi
Sadness,có ai thấy tội ông cụ như tao không 😭
Sadness,tiếc là 23 cái xuân rồi chưa gặp được em . có ai giống tôi không
Sadness,đang buồn cần 1 người nhắn tin tâm sự hằng đêm
Surprise,doume khó vậy mà cũng nghĩ ra được 🤣
Surprise,sao nó mới vậy
Anger,mày cút
Anger,"má , sờ mông có cái mà táng bố ..??"
Disgust,địt mẹ mấy thằng nhà quê
Disgust,"bọn phục vụ nhà bếp toàn là chó , chó mới ăn thịt thúi bẩn như vậy ."
Disgust,"các bạn đừng dạy người giàu đặc biệt ( đàn ông ) cách khoan dung và của chồng công vợ . qua bao nhiêu bài tìm hiểu . chị vợ rất thâm !!! tuy mình là phụ nữ , nhưng đọc qua nhiều bài mới nể phục anh vũ . và cảm thấy sự khinh bỉ đâu đó dành cho c thảo , dù c tài năng đến đâu nhưng c tham thì thâm mọi người sẽ không bao giờ ủng hộ c ."
Disgust,"hy vọng cơ quan điều tra làm rõ được danh tính người phụ nữ , chỉ vì cái miệng mà làm tan nát cả 1 gia đình"
Disgust,"mất nhân tính ( tiền không phải tất cả , nhưng làm tất cả vì tiền )"
Disgust,"cấp tao tao toàn gặp mấy thằng trời đánh , per với per , hai đứa mày có đọc được thì nhớ là tao vẫn ghim hai đứa mày vì hay trêu tao , còn một thằng tên per nữa , dume bị nó bắt nạt cho khóc suốt 😡"
Disgust,"hà nội làm con người ta trở nên nhỏ nhen và bon chen , luật thi áp dụng như cứt nó chỉ giành cho người có tiền và có quyền"
Disgust,"thì rõ ràng là bịa mà , cơ bản để cảnh tỉnh suy nghĩ của con người hiện nay thôi bạn"
Enjoyment,per =)))))) hít đi cho no chứ mắc công lại chửi tao không biết điều giở trò trước mặt cẩu fa như mày :)
Enjoyment,"sướng nhờ , bên trung chúng nó yêu nhau toàn sống chung . 😂😂😂 toàn richkid :>"
Enjoyment,ngày xưa có 1 cái
Enjoyment,quan trọng là đỉnh ^.
Enjoyment,đáng yêu phết nhể
Enjoyment,buồn cười vãi ý
Fear,per gặp tao chắc tao đái trong vần 😅😅
Fear,per tao mãi mãi bị con này ám ảnh từ bé đến giờ . thứ gì mà đéo thể yêu thương nỗi . nghe tiếng nó kêu là tao bỏ chạy trăm mét 😒
Sadness,chia buồn với gã lưng gù 😥😢
Sadness,ngày ấy chỉ vì quá ngu ngơ mà để lạc mất .
Sadness,per chị rep khách hàng thế ấy hả 😞 bị bóc phốt rồi
Sadness,per không biết còn nhớ tên tao không nữa 😑
Anger,nó bướng vãi . cứ làm theo ý mình
Anger,đéo đùa :))
Anger,"ngày đéo nào cũng đòi người yêu , sinh nhật bác hồ hay quốc khánh cũng đéo thấy tha 😕"
Anger,tiên sư bố mày vỡ màn hình tao rồu
Anger,ủa làm gì đánh tao muốn chết vậy đuỹ ?
Anger,thế thì bắt con phụ nữ chứ bắt gì thằng đâm . con đấy mới là nguồn của vụ án
Disgust,không phải ai cũng vậy nên đừng thấy mập rồi tưởng mình hát hay 😌
Disgust,"đều do lòng tham và sự ngu dốt của cá nhân gây ra , ngu cũng ngu vừa thôi ."
Disgust,vừa mới xem hqua . kết thúc phim nhạt quá 😒😒
Disgust,rốt cuộc thằng bé này ở đâu xuất hiện mà có ảnh chế nhiều vậy
Disgust,ác quá trời ơi
Enjoyment,"thật tốt vì chú chó ấy đã tìm được người yêu thương nó , kiên trì để nó tin tưởng thật sự :"">"
Enjoyment,hạnh phúc to nè
Enjoyment,ngưỡng mộ quá đi ạ . chúc 2 ac mãi mãi hạnh phúc như này nha :)))
Enjoyment,ôi cháu taooo =))))
Enjoyment,"per hihi học ở đâu không quan trọng , quan trọng là bọn mình luôn có nhau hihi"
Enjoyment,anh có tin em giận lại anh không ?
Enjoyment,"3 idiots , bộ phim rất đáng xem"
Enjoyment,món này ngon vãi
Enjoyment,nước ngoài có đầy mà :))
Enjoyment,mình trả phòng là chăn ga gấp gọn gàng . đồ đạc hẳn hoi trả người ta . dù sao mình cũng như người ta bẩn dọn mãi không sạch ai chẳng điên
Enjoyment,"người đàn ông ốm đau nói với vợ mình :” ở lại với anh ” rồi cầm tay bà . đó là tình yêu , vỏn vẹn 20 năm ngắn ngủi . tình yêu bố dành cho mẹ"
Enjoyment,"mẹ kể hồi nhỏ nuôi con ngỗng thay chó canh nhà . ăn trộm mà vào thì chạy đằng trời với nó , cả bầy lao ra quạt với táp , khi gia đình vác gậy chạy ra thì thằng ăn trộm nó ôm cây trên tít cành cao , áo quần tóc tai lủng máu me tè le . gia đình phải cứu ăn trộm má mấy mẻ còn không tha , 2 3 con vẫn dí nhảy hàng rào dí theo ăn trộm . phải nói dí bao dai mà cục súc vê lờ ."
Fear,cả 2 loại người này đều đáng sợ !
Fear,tao ám ảnh việc lau sàn
Sadness,như chết đi sống lại 🙂
Sadness,bởi vì gặp nhau sai thời điểm nên tôi mất người mãi mãi ...
Sadness,per chán quá
Sadness,"anh giờ thích ai rồi , không còn giữ câu nói trước kia nữa đâu nhỉ . ừ gần 1 năm rồi cơ mà :(("
Anger,nhận nhầm con cặc . phải nói là 10 thằng thì 1 thằng nuôi con thằng khác
Anger,"nhìn mặt đã thấy hãm , mọi người chửi bỏ mẹ con mẹ phụ huynh đi"
Disgust,diễn viên già vãi -.-
Disgust,thề dume đứa nào nghĩ ra cái đoạn kết như kiểu hết phim như này nhàm vãi ra . đang hay thì tụt hứng
Disgust,bây thấy nó vô lý vãi lol không ?
Disgust,cái này mình thấy ở ngoài đường người ta diễn nhiều lắm . nay chỗ này mai chỗ khác à . nhìn thấy riết rồi cũng nhạt cái mặt ra
Disgust,loại gái già mất dạy chách sao không dạy được con cháu .
Disgust,"lạy mấy ba mấy má , con người ta đã làm video giải trí cho mấy ba mấy má coi rồi , dume mở miệng ra là bảo người ta sân si , vô duyên vửa thôi"
Disgust,đánh cho lắm đéo thấm miếng nào khi main chỉ hất mông 1 phát bay mất tiêu :))
Disgust,"thằng chém gió lúc bà ấy đẩy ông ấy vào nhà thương điên ( tâm thần ) sao mày không mở mồm ra nói ....! giờ thì “ gió chiều nào theo chiều ấy ” cho thằng như này nằm ở công ty thì không khác chuột bọ , rắn rết"
Disgust,nát xe lại còn phải đền cho cánh cửa toa tàu nữa . dốt thì chết
Enjoyment,"thanh diễm giờ tao hiểu tại sao cứ sáng vô là tao trông tới đi về , đầu tuần trông tới cuối tuần và đầu tháng trông tới cuối tháng rồi 🤣🤣🤣🤭"
Enjoyment,cầu mong chú có cuộc sống tốt hơn ❤
Enjoyment,đó là dấu hiện của sự trưởng thành =)))))))))
Enjoyment,ngầu lắm bạn ạ ^^
Enjoyment,giống y bố tao 🤣 ngoa khủng khiếp nhưng mà nhà tao vui vãi_chưởng 🤣🤣. điểm danh nhà bố học giỏi văn nào 🤦🏻‍♀️
Enjoyment,nhìn lại nhớ một thời oanh liệt nay còn đâu 😴 đề bao năm vẫn như vậy . vẫn thích nhất là câu 4 hình học 😊
Enjoyment,🙂 thanh xuân của em đã từng có khoảng time tươi đẹp
Enjoyment,per :)) chắc giống cảm nhận của ông lái oto hôm qua
Enjoyment,có người yêu coi bộ cũng vui 🙂
Fear,per con nhện cản bước bé xuống cầu thang =)))))
Fear,gì mà ghê vậy 😑 sởn gai ốc
Fear,"tự nhiên nhớ đến hồi bé , đi kiểu nào cũng bị ngỗng rượt chạy té sấp mặt luôn , nhiều khi nghĩ sợ nó dí hơn sợ mẹ đánh"
Sadness,"chấp nhận đau khổ , để đổi lấy hạnh phúc , mà tìm mãi hạnh phúc không đến thế mới đau em ."
Sadness,đang trong lớp mà ứa nước mắt
Sadness,tủi hổ với bản thân ghê khi tao vẽ người mà mẹ tao hỏi : hóa ra đây là hình dạng thực của quỷ sao ?😑
Surprise,sao nhanh như chớp vậy được
Surprise,quả váy hồng truất vãi_chưởng
Anger,"giơ cao đánh khẽ , cảnh cáo cho có lệ"
Anger,suốt ngày bị chửi ??
Anger,eo hiểu người ta đỗ lòng đường vỉa hè thì rộng . chỉ lên nhắc người ta đỗ lùi xuống không ngã 3 thôi chứ đường của các bà đâu . có thế cũng đưa lên . ko ai bênh cái này đâu . ích kỉ nó vừa thôi
Disgust,mấy thằng củ lol việt nam nhảm nhí :))
Disgust,nhớp nhúa
Disgust,nhìn mặt con mèo là thấy ghét rồi
Disgust,tưởng đàng hoàng cho chơi chung ai dè bạn xấu
Disgust,admin đăng mà không nghi nguồn ở đâu ra đúng là ăn cắp bản quyền
Disgust,nhạc hay chứ lời xàm .. vậy cũng rần rần
Disgust,đứng xa ra thì dễ dàng rồi =)) cái ngu ở đây là không viết được nhưng vãn cố chấp thôi =))
Enjoyment,nhỏ nhặt nhưng ý nghĩa và hạnh phúc 😊
Enjoyment,"e ấy đang khóc , nhưng vì hàm răng không thể thụt vào nên mọi người nghĩ là em đang cười :))))"
Enjoyment,dễ thương mà
Enjoyment,"thôi bảo em gái xuống ngủ với mẹ đi , còn em percó sợ ma không ? thì ngủ với anh . hehe"
Enjoyment,"bữa tao coi cái video này nhưng nó ghép nhạc bựa vãi ... mỗi lần mỗi anh té là first blood , double kill ,... các kiểu =))))"
Enjoyment,cười ỉa phút 1 : 11
Enjoyment,best gái ngành hôm nay đắt hàng
Fear,"ám ảnh hồi bé của c , con này trông nhà oke hơn cả chó luôn"
Fear,"per này , thích thì xem cho đã con mắt đi 🙁 đáng sợ quá mà"
Sadness,đi chơi xong về cũng buồn như chó cắn tiếp thôi
Sadness,gãy tay
Sadness,"nhạc buồn quá . bài này là bài "" chia tay trong chiều hoàng hôn nắng úa màu "" - justin bieber cho bạn nào chưa biết nhé . :'("
Sadness,"nói mưa là mưa v chời , tôi còn đi chơi đi học nữa mừ ."
Surprise,"á đù , per ạ , chị em mềnh vừa làm thế"
Anger,bó tay . lại khiển trách . rút kinh nghiệm
Anger,vậy nếu mình lên cơn điên và giết người khác thì nỗi đau gấp bội phải không ?
Anger,nghe tên vietcombank là bao nhiêu quá khứ bực mình ùa về
Anger,"cái thằng adim này mày xàm quá oy đấy , biến khỏi trang tao nhé"
Disgust,má thằng phi đen có gấu ngon phết ... vậy mà nó nở lòng bỏ con ta chạy trước ... tao đéo bít bao công mà lấy bạch tuyến đẻ ra cái gióng gì nửa ...
Disgust,ý thức kém quá ☹☹
Disgust,ngu thì chết thôi
Disgust,trông đen đen bẩn bẩn nhìn phát khiếp
Disgust,vừa xử lí vừa thải nước bẩn ra liên tục thì coi như bó tay
Disgust,ăn ở như nào mà tới bị con ngáo nó lùa ? =)))))
Enjoyment,hên là chay ra kip
Enjoyment,"trời mẹ phim gì vậy thớt ơi , cười ná thở"
Enjoyment,thức ăn cho chó lúc nào cũng ngon :)))))))))))
Enjoyment,giao lưu tí không . tự bấm chứ không mua =)))
Enjoyment,tôi đã xem đi xem lại 3 lần và xem lại lần hai mới hiểu hết nội dung và thấy hay hơn khi xem lại lần 3 . ai chưa xem hãy vào xem thử 2 lần !
Enjoyment,per hihi nhớ không
Enjoyment,per trời đựu cầu hôn nó phải thế . đã đẹp trai còn có não
Enjoyment,cuối cùng là hai mình ăn được ngủ được :))) đứa nào cũng lên vài kí
Enjoyment,lại tạo điều kiện cho mấy chị fa vào thả thính . :))
Enjoyment,"per nghe rv thấy cũng hay nè , liên quan đến bùa ngải các kiểu có vẻ hấp dẫn :v"
Enjoyment,hay lắm cậu bé
Sadness,tội quá ! nuôi mà không chăm sóc
Sadness,anh lỡ mất em rồi huhu
Sadness,rồi chưng ngắn như tao sao nhảy qua 😿
Sadness,"tao cũng là người cuối cùng ra khỏi căn phòng ấy , ngắm nghía lần cuối rồi rời đi , khép lại 3 năm đẹp nhất của đời người . tao không khóc nhưng trong lòng rối bời , muốn ôm hết all vào mình ."
